aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Гуро, Ирина.			Московские бульвары. Повесть	Октябрь	1962	3	67-117
Харабаров, Иван.			Клятва на Воробьевых горах. Стихи	Октябрь	1962	4	128
Шехтер, Марк.			Бег с препятствиями. (Леонид Мартынов). [Лит. пародия]	Октябрь	1962	4	150
Лифшиц, Владимир.			Вселенная. (Степан Щипачев). [Лит. пародия]	Октябрь	1962	4	150
Смирнов, Сергей.			Короткие басни: Дрозды правления. — На премьере. — Трын-травщик. — Чертова черта. — Попугай. — Критический вулкан. — Главная «обойма». — Яркая личность	Октябрь	1962	4	151
Татьяничева, Людмила.			Трудный хлеб. Стихи: Ржаные пироги. — Герань. — Рядовой. — Пни. — Я буду жить. — Огонь. — Нет, не одинока	Октябрь	1962	4	129-131
Тарасенкова, Н.			Как это все сказать... Рассказ	Октябрь	1962	4	132-140
Ильф, Илья	Петров, Евгений		Метрополитеновы предки. фельетон. [Публикуется впервые]	Октябрь	1962	4	141-148
Колосов, Михаил.			Новый секретарь. Очерк	Октябрь	1962	4	162-170
Никулин, Лев.			Прошлое и настоящее. [Из воспоминаний писателя]	Октябрь	1962	4	171-174
Дымшиц, Ал.			С Маяковским. Из книги воспоминаний	Октябрь	1962	4	175-163
Зубков, Юр.			О моде, новаторстве и традициях. [Заметки о пьесах советских драматургов последних лет]	Октябрь	1962	4	184-194
Щербина, В.			По-ленински... [Взгляды В. И. Ленина на литературу и искусство и дальнейшее развитие их в Программе КПСС]	Октябрь	1962	4	195-199
Сергованцев, Н.			Трагедия одиночества и «сплошной быт». [О рассказах А. Солженицына«Случай на станции Кречетовка», «Матренин двор» и повести А. Яшина «Вологодскаясвадьба»]	Октябрь	1962	4	198-207
Колесникова, Г.			Уральские встречи. [Заметки о произведениях уральских писателей]	Октябрь	1962	4	200-205
Молдавский, Дм.			Библиотека Ленина. [К выходу в свет каталога «Библиотека В. И. Ленина в Кремле»]	Октябрь	1962	4	206-208
Сельвинский, Илья.			Человек выше своей судьбы. Трагедия	Октябрь	1962	4	3-72
Грибачев, Николай.			Новые стихи: «Спасите ваши души!» — Когда век полупрожит..	Октябрь	1962	4	73-74
Андреев, Александр.			Рассудите нас, люди. Роман	Октябрь	1962	4	75-127
Галиев, Шаукат.			Проходит негр по улицам Москвы. Стихи. Пер. с татар: Л. Белов	Октябрь	1962	5	35
Соснора, Виктор.			Ода электромонтерам. Стихи	Октябрь	1962	5	36
Рождественский, Игнатий.			Сердце русское. Стихи	Октябрь	1962	5	111
Кулиев, Кайсын.			Соль и мед. Стихи: Руки горца. — «Ты камнем стал. Я не боюсь...» Пер. с балкар: Н. Гребнев	Октябрь	1962	5	112
			Поэты «Правды». [Из воспоминаний участников кружка рабочих-поэтов при газ. «Правда». 1912—1914 гг.] Д. Одинцов. Дорога радостного дня. — А. Поморский. У Максима Горького. — П. Арский. Солдатская баллада	Октябрь	1962	5	3-6
Шукшин, Василий.			Сельские жители. Рассказы: Коленчатые валы. — Сельские жители. — Леля Селезнева с факультета журналистики	Октябрь	1962	5	126-132
Померанцев, В.			Проглядела. Рассказ	Октябрь	1962	5	133-148
Андраша, Мих.			Плоды просвещения. [Сатирич. рассказ]	Октябрь	1962	5	149-150
Ардов, В.			Неугомонный. [Юмористич. рассказ]	Октябрь	1962	5	151-152
Назаренко, В.			В покоях императрицы. [Лит. фельетон]	Октябрь	1962	5	153-154
Полторак, А.	Усенко, Е		Интернациональное братство. [Об экон., науч. и техн. сотрудничестве соц. стран]	Октябрь	1962	5	155-166
Русанов, Сергей.			Глубокая пахота. [О работе Зерноградского колхозно-совхозного межрайон. упр. Рост. обл.] Весенние заметки	Октябрь	1962	5	167-173
Бабаевский, Семен.			Гость приходит в дом. [Из переписки с читателями о романе «Сыновний бунт»]	Октябрь	1962	5	174-181
Люков, Валентин	Панов, Юрий		Это ли горизонты? [О принижении образа современника в некоторых советских худож. фильмах последних лет]	Октябрь	1962	5	182-187
Гус, М.			За коммунистическую новь! [Задачи советских писателей в свете решений XXII съезда КПСС]	Октябрь	1962	5	188-193
Строков, П.			От реализма — на ракете. [Заметки о книге В. Турбина «Товарищ время и товарищ искусство»]	Октябрь	1962	5	194-207
Далада, Николай.			«Дон» в широком течении. [Заметки о журнале]	Октябрь	1962	5	208-211
Привалов, Борис.			Темперамент бойца. Публицистика Н. Грибачева	Октябрь	1962	5	212-215
Азаров, Всеволод	Кузнецов, Вячеслав		Камчатка, щедрая земля. [О писателях Камчатки],	Октябрь	1962	5	216-219
Андреев, Александр.			Рассудите нас, люди. Роман	Октябрь	1962	5	37-110
Бикчентаев, Анвер.			Адъютанты не умирают. [Повесть башкир. писателя]	Октябрь	1962	5	7-34
Асеев, Николай.			Карнавал. Стихи	Октябрь	1962	6	27
			Элляй. Я родился в тундре. Стихи. Пер. [с якут.]: А. Поперечный	Октябрь	1962	6	123
Васильев, Сергей.			Сердце поет. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	124
Урастыров, Кюннюк.			Человек-солнце. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	124
Эртюков, Иннокентий.			Подснежники на Кавказе. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	125
Ефимов, Моисей.			Хорошо на Яне жить. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	126
Тобуроков, Петр.			Золотые горы. Стихи. Пер. [с якут.]: В. Фирсов	Октябрь	1962	6	127
Туйарский, Константин.			Молодой лиственнице. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	127
Гоголев, Иван.			Отчий край. Стихи. Пер. [с якут.]: В. Фирсов	Октябрь	1962	6	127
Григорьев, Прокопий.			Город над Леной. Стихи. Пер. [с якут.]: Н. Малышев	Октябрь	1962	6	128
Тимофеев, Михаил.			Ель. Стихи. Пер. [с якут.]: А. Поперечный	Октябрь	1962	6	128
Лифшиц, Владимир.			Точка зрения. — Вундеркинд. [Сатирич. стихи]	Октябрь	1962	6	137
Исаев, Егор.			Суд памяти. Поэма	Октябрь	1962	6	3-26
Браун, Николай.			Корнями привязан. Стихи: «Мой мозг работает...» — «И сам я не знаю, чему я обязан...» — «Снова осень в притихшей, примолкшей природе...» — Озеро Нарочь. —Март. — Конец марта. — Скворцы	Октябрь	1962	6	101-104
Сенэш, Ласло.			Рассказы о Бухенвальде. Пер. с венгер. [С предисл. М. Тевелева]	Октябрь	1962	6	105-121
Данилов, Семен.			Гордость моя. Стихи. Пер. [с якут.]: А. Янов	Октябрь	1962	6	122-123
Попов, Леонид.			Друзьям из Оленка. Стихи. Пер. [с якут.]: Н. Глазков	Октябрь	1962	6	125-126
Карбовская, Варвара.			В 3-х часах 45 минутах от Москвы. [Заметки о поездке по Англии]	Октябрь	1962	6	129-133
Бушин, Владимир.			Как от критика жена ушла. Фельетон	Октябрь	1962	6	133-136
Ляшенко, Михаил	Мусатов, Алексей		Пути людские. Из рассказов председателя завкома. [Очерк]	Октябрь	1962	6	138-154
Лозовой, Н.			Трудно, а радостно. [Организация труда в колхозе им. Калинина. Больше-Нарымский район Вост.-Казахст. обл.]	Октябрь	1962	6	155-156
Зевин, Н.			В гору. [Об успехах сел. хозяйства в Матвеево-Курганском районе Рост. обл.]	Октябрь	1962	6	156-157
Лобытов, М.			В гостях хорошо — дома лучше. [Ведение хозяйства в колхозе «Родина». Вологод. обл.]	Октябрь	1962	6	157-159
Микулина, Елена.			Перед лицом Родины. [О патриотизме советских людей. По материалам откликов читателей на очерк автора «У сына на чужбине», опублик. в журн. «Октябрь» 1961 11]	Октябрь	1962	6	160-167
Писаржевский, Олег.			Плодоносная сила. [О внедрении пропашной системы земледелия]	Октябрь	1962	6	168-175
Малахов, Н.			Искания молодых и блуждания критика. [По поводу статей А. Каменского, посвящ. творчеству молодых советских художников]	Октябрь	1962	6	176-181
Стариков, Д.			Человечность бойца. [Заметки о пьесе А. Е. Корнейчука «Над Днепром»]	Октябрь	1962	6	182-186
Ротин, И.			Заметки о публицистике	Октябрь	1962	6	187-191
Сыромятников, Г.			Под новым солнцем. [Заметки о якут. литературе]	Октябрь	1962	6	192-193
			За нового человека. [Из выступлений на дискуссии в журн. «Октябрь», посвящ. теме «Проблема коммунистической нравственности и современная литература»]: В. Дементьев. Нравственный идеал писателя. — Р. Кругликов. Марксистская теория — оружие художника. — С. Гуревич. Литература в школе. — Г. Бровман. Ответственность критики. — Л. Степанян. Искать новые формы. — Б. Соловьев. Не уступки, а наступление. — Ю. Идашкин. Не приземлять положительного героя. — А. Власенко. Книги о людях труда. — О. Резник. За идейную непримиримость! — С. Трегуб. Нравственность — идейность. — И. Кудряшев. За дружбу писателей и педагогов! — А. Коган. Всматриваться в художественную ткань! — Е. Белянкин. О красоте человеческой. [С послесл. ред.]	Октябрь	1962	6	194-212
Силаков, Александр.			Небо остается голубым. Повесть	Октябрь	1962	6	28-100
Ушаков, Ник.			Прощание с капитаном. Стихи	Октябрь	1962	7	52
Примеров, Борис.			Поющее лето. Стихи: Подсобный. — Акация. — Концерт Шаляпина	Октябрь	1962	7	100-101
Лифшиц, Владимир.			После вечера поэзии. Рассказ	Октябрь	1962	7	102-103
Ванин, Юрий.			В одном клубе. Фельетон	Октябрь	1962	7	103-105
Майский, И. М.			А. М. Коллонтай. (Из воспоминаний)	Октябрь	1962	7	107-112
Светличный, Б.			Город смотрит в будущее. [Заметки архитектора]	Октябрь	1962	7	113-129
Трубникова, Алла.			Кликуши в походе. [О паломничестве в с. Великорецкое Кировскойобл. и задачах антирелиг. пропаганды]	Октябрь	1962	7	130-142
Чачин, В.			Работать стало интереснее. [Заметки зам. нач. Ставроп. территор. производ.колхозно-совхозного упр.]	Октябрь	1962	7	143-145
Пархоменко, П.			Доброе начало. [Заметки парторга Орлов. обкома КПСС по Мценскомутерритор. производ. колхозно-совхозному упр.]	Октябрь	1962	7	145-146
Горюнович, К.			Человек и его кормильцы. [К вопросу о создании Всесоюз. обществ.инспекции по охране с.-х. животных]	Октябрь	1962	7	146-147
Менделевич, Г.			«Колхозник-2» — на орбиту. [К вопросу о возобновлении изданиялит.-худож. и науч.-попул. журн. «Колхозник»]	Октябрь	1962	7	147-148
Дмитерко, Любомир.			Земля и мир. [Заметки писателя о работе над одноим. трилогией]	Октябрь	1962	7	149-151
Зябрев, Анатолий.			Я иду по Хакассии. [Путевые заметки]	Октябрь	1962	7	152-169
Шварц, Анатолий.			Репортаж со «дна» жизни. [О достижениях соврем. вирусологии]	Октябрь	1962	7	170-181
Дымшиц, Ал.			Человек и общество. Статья в письмах. [Из переписки лит. критика считателями]	Октябрь	1962	7	182-192
Карелин, П.			Лучшие книги года. Заметки о «Роман-газете»	Октябрь	1962	7	193-196
			Традиции Маяковского и современная поэзия. [Выступления на дискуссии в ред. журн.«Октябрь»]: Б. Соловьев. Чувство современности. — А. Метченко. Как мы понимаемнаследие Маяковского. — В. Шкловский. Вина перед другом. — С. Трегуб. Обсуждатьспорные вопросы. — Л. Крячко. Публицистика нам нужна «позарез». — В. Перцов. По этусторону Маяковского. — [С послесл. ред.]	Октябрь	1962	7	197-209
Пейсахович, М.			Край романтических профессий. [О творчестве писателей Приморья]	Октябрь	1962	7	210-212
Андриасов, Михаил.			Учитель из Бессергеновки. [О творчестве писателя И. Д. Василенко]	Октябрь	1962	7	213-215
Блинов, Андрей.			Не могу оставаться один. Повесть	Октябрь	1962	7	3-39
Голованивский, Савва.			Встреча в Одессе. Стихи	Октябрь	1962	7	40-42
Куранов, Юрий.			Снега. Рассказ	Октябрь	1962	7	43-51
Лидин, Вл.			Рассказы: Над облаками. — Отроги Саян. — Иней	Октябрь	1962	7	53-70
Рядченко, Иван.			Меридиан любви. Десятистишия	Октябрь	1962	7	71-74
Гаузнер, Жанна.			Тетка с фиалками. Рассказ	Октябрь	1962	7	75-84
Ерикеев, Ахмед.			Судьбы-песни. Поэма. Пер. с татар: В. Цыбин	Октябрь	1962	7	85-87
Романина, Марина.			Чужим огнем. Рассказ	Октябрь	1962	7	88-94
Ряшенцев, Ю.			Земля. Стихи: «Ты любишь землю, где щебенка колется?..» — Грузовиксчастья. — Весна. — День	Октябрь	1962	7	95-96
Чепуров, Анатолий.			Сурская весна. [Стихи]: «Я по земле Мордовии прошел...» — Сура. —«Сколько дней накуковала...» — Дождь. — Дорога через село. — Маруся-гармонист. —Строитель дорог	Октябрь	1962	7	97-99
Простаков, Владимир.			Чайки падают в море. Стихи	Октябрь	1962	8	88
Полторацкий, Виктор.			Утро на Юрьевом поле. [О сел. хозяйстве Владимирской обл.Очерк]	Октябрь	1962	8	140-151
Малец, С.			Нельзя оставаться спокойным! [О причинах преступности срединесовершеннолетних]	Октябрь	1962	8	152-161
Радунская, Ирина.			Ловцы невидимых частиц. [К истории изучения космич. частиц]	Октябрь	1962	8	162-171
Кулаковский, Л.	Кулаковская, Н		Тающие курганы. [Об изучении русскогофольклора]	Октябрь	1962	8	172-180
Эльяшевич, Арк.			Черты новаторства [в советской литературе]	Октябрь	1962	8	181-189
Друзин, В.			Человек и его дела. [О творчестве писателей Юга РСФСР]	Октябрь	1962	8	190-194
Аннинский, Л.	Крячко, Л		Суть поиска. [О путях развития молодого героя соврем.литературы]. Критич. диалог	Октябрь	1962	8	195-209
Азаров, Всеволод.			Певцы победы. [О сборниках молодых армейских поэтов. Обзор]	Октябрь	1962	8	213-215
Кожевникова, Н.			Поэт и слово. [О творчестве В. Бокова]	Октябрь	1962	8	215-217
Очеретин, Вадим.			Сирена. Роман	Октябрь	1962	8	3-87
Гурунц, Леонид.			Два рассказа: История моего патронташа. — Мой Друг Мамед Курбанов	Октябрь	1962	8	89-95
Регистан, Гарольд.			Зрелость. [Стихи]: Голос долга. — «Что можно век прожить свой...» —«Апрель... Апрель...» — «Вот она зрелость!..» — Поэзия	Октябрь	1962	8	96-98
Санин, Владимир.			Наедине с Большой Медведицей. Повесть	Октябрь	1962	8	99-139
Васильев, Сергей.			Впереди! Стихи	Октябрь	1962	9	3
Касьянов, Николай.			Майна. — Большой водопровод. [Стихи]	Октябрь	1962	9	127
Суслов, Владимир.			Повариха. — Родник вдохновения. [Стихи]	Октябрь	1962	9	129
Фабри, Эрнст.			Баллада о прозрении. Стихи. Пер. с нем: Е. Николаевская	Октябрь	1962	9	120-124
Баева, Антонина.			У памятника Наташи Аргентовской. — Ветряки. — На горке. — Таволга цветет. [Стихи]	Октябрь	1962	9	125-126
Куликов, Леонид.			Почта. —В сибирском селе. [Стихи]	Октябрь	1962	9	127-128
Еранцев, Алексей.			Паровозы. Стихи	Октябрь	1962	9	128-129
Ленч, Леонид.			Дядя Федя. [Юмористич. рассказ]	Октябрь	1962	9	130-135
Ланской, М.			Научил. (Монолог очковтирателя). [Сатирич. рассказ]	Октябрь	1962	9	136-138
Волков, Анатолий.			Ультракороткие рассказы	Октябрь	1962	9	139-140
Шапошникова, Вера.			Край родной. [Заметки о поездке по Смол. обл.]	Октябрь	1962	9	141-148
Поляков, Е.			Живая земля. [Об удобрении подзолистых земель. Из опыта колхоза им. Ленина. Гатчин. район Ленингр. обл.]	Октябрь	1962	9	149-152
Пересветов, Р.			Сквозь кордоны... [К биографии В. И. Ленина]	Октябрь	1962	9	154-160
Тельпугов, Виктор.			«Россия не потерпит!..» К 150-летию Бородинского сражения	Октябрь	1962	9	161-163
Зайденшнур, Э.			Лев Толстой: Бородино и Кутузов. [Из истории создания романа «Война и мир»]	Октябрь	1962	9	164-171
Архангельский, Н.			По ту сторону экватора. Индонезийские записки	Октябрь	1962	9	172-179
Февральский, А.			Маяковский читает стихи. [О мастерстве Маяковского-чтеца]	Октябрь	1962	9	180-184
Эльяшевич, Арк.			Черты новаторства [в советской литературе]	Октябрь	1962	9	185-193
Кожевникова, Н.			Из жизни языка. [О языке и стиле худож. произведений последних лет]	Октябрь	1962	9	194-200
Чарный, М.			О беллетристике и большом искусстве. [По поводу статьи И. Роднянской «О беллетристике и «строгом» искусстве» в журн. «Новый мир» 1962 4]	Октябрь	1962	9	201-204
Чарный, М.			О беллетристике и большом искусстве. [По поводу статьи И. Роднянской «О беллетристике и «строгом» искусстве» в журн. «Новый мир» 1962 4]	Октябрь	1962	9	201-204
Сапаров, А.			Меридиан Йошкар-Олы. [Заметки о марийской литературе]	Октябрь	1962	9	205-207
Алексеев, Михаил.			Гвардии поэт. [О творчестве С. В. Смирнова]	Октябрь	1962	9	210-211
Федоров, Владимир.			Марс над Козачьим Бором. Повесть	Октябрь	1962	9	4-48
Соснора, Виктор.			Из цикла «Линзы». [Стихи]: Марсово поле. — Электросварщики. — Порт. — Дельфины. — Березы. — Рассуждение о крапиве	Октябрь	1962	9	49-55
Ковалев, Владимир.			Веня-пастух. — Утренний стих. — Июль. — Каким ты станешь. [Стихи]	Октябрь	1962	9	56-59
Очеретин, Вадим.			Сирена. Роман	Октябрь	1962	9	60-119
Грачев, Владимир.			Кондукторша. Стихи	Октябрь	1962	10	8
Примеров, Борис.			Кулаки. Стихи	Октябрь	1962	10	11
Хохлов, С.			Маме. Стихи	Октябрь	1962	10	12
Фимин, Валерий.			Фамилия. Стихи	Октябрь	1962	10	12
Цирульников, Александр.			Про теплушку. — Тишина. [Стихи]	Октябрь	1962	10	13
Гарнакерьян, Ашот.			Клятва. — Дорога на Турье озеро. [Стихи]	Октябрь	1962	10	58
Колычев, Осип.			Акыны. — Дождь. — «Знаток» на выставке. [Стихи]	Октябрь	1962	10	120
Дыховичный, Вл.	Слободской, М		Легенда о богине Аматерасу. Стихи	Октябрь	1962	10	152
Андрианов, Юрий.			Над Волгой. — Краски. [Стихи]	Октябрь	1962	10	3-4
Бадаев, Алексей.			Смерть дома. — Я — человек! — Ответственность. —Девчонка-непоседа. [Стихи]. Пер. с бурят: Ю. Ряшенцев	Октябрь	1962	10	4-6
Виленский, Семен.			Мне снился сон. — «Здесь надо жить...» — «Не год, не два...» — Назакате. — «Свивают гнезда матери, отцы...» — «Дышит свежестью снежной замяти...»[Стихи]	Октябрь	1962	10	6-7
Заурих, Алексей.			Михайловское. — «Беда секла, но не скосила...» [Стихи]	Октябрь	1962	10	8-9
Куницын, Александр.			«Говорят, что в любви...» — «Парень здорово любит...» — Поэзия.[Стихи]	Октябрь	1962	10	9-10
Пальчиков, Владимир.			Буфетчица. — Печник. [Стихи]	Октябрь	1962	10	10-11
Караваева, Анна.			Люди и деревья. Рассказы-были: Шуваловская грань. — Хозяин леса. —Неповторимый кипарис	Октябрь	1962	10	121-134
Чернышев, Анатолий.			Курилка. — «Я помню цех...» [Стихи]	Октябрь	1962	10	13-14
Куранов, Юрий.			Лесные дни. [Стихи]: Осенний ветер. — «Кто-то сыплет пригоршнямисмеха...» — «Мне не заткать полнеба серебром...» — В сторожке. — «Далеко в небесахподглядели...» — Февраль	Октябрь	1962	10	135-136
Дыховичный, Вл.	Слободской, М		С блокнотом по широтам. Из япон. записоктуристов-юмористов	Октябрь	1962	10	137-152
Чистяков, Антонин.			О совершенстве. — Хлеб-соль. [Стихи]	Октябрь	1962	10	14-15
Щербаковский, Олег.			Мы ловим крабов. [О коллективе краболовного судна «АндрейЗахаров». Очерк]	Октябрь	1962	10	153-161
Очеретин, Вадим.			Сирена. Роман	Октябрь	1962	10	16-57
Марвич, С.			По-новому о героике прошлого. [Заметки об историко-революционныхфильмах]	Октябрь	1962	10	162-170
Рыленков, Ник.			Волшебное зерно русской литературы. К 775-летию «Слова о полкуИгореве»	Октябрь	1962	10	171-172
Ермилов, В.			Размышления над современной повестью	Октябрь	1962	10	173-208
Сергованцев, Н.			Откуда «мальчик»? [Тема молодого поколения в соврем. литературе. Поповоду статьи Л. Аннинского и Л. Крячко «Суть поиска» в журн. «Октябрь» 1962 8]	Октябрь	1962	10	209-213
Метельский, Георгий.			Чистые дубравы. Повесть	Октябрь	1962	10	59-82
Волгин, Игорь.			Небо над сиренями. Стихи: Мое поколение. — «Пишу я курсовую поистории...» — «Ревут ракеты...» — Сказки. — Принцы. — Концерт на Братской ГЭС. —Солнце на Падуне. — «Проходит женщина по пляжу...» — Стихи о подражательстве. [Спредисл. С. Васильева]	Октябрь	1962	10	83-87
Максимов, Владимир.			Жив человек. Повесть	Октябрь	1962	10	89-119
Волгин, Игорь.			Истина. Стихи	Октябрь	1962	11	24
Федоров, Владимир.			В сибирской бане. — Почти гений. [Стихи]	Октябрь	1962	11	125
Долматовский, Евгений.			Наши годы. [Стихи]: Красная площадь. — Октябрины. — Фламинго. — «Видать, не для моей судьбы...» — Городской пейзаж. — Любовь немолодых людей. — Трудный разговор. — «Не верьте, юные, не верьте...» — Обрез. — Тихое слово о партии. — «Люблю я поздравлять счастливых...» — Опыт. — «Года пятно отмыли с дезертира...» — «Подозрения откинем...» — «Жизни срок и велик и мал...» — «Две правды есть или одна?...» — Несостоявшиеся похороны. — «Может быть, живу я слишком долго...» — Баллада о втором. — Старый барабанщик	Октябрь	1962	11	3-12
Кобзев, Игорь.			Ветер странствий. [Стихи]: Целинная радость. — Подводный лес. — У семафора	Октябрь	1962	11	106-107
Цетлин, М.			Женихи Пенелопы. Откровенная профанация в шести карт	Октябрь	1962	11	108-124
Арский, Павел.			Воспоминания о семнадцатом... К 45-летию Великого Октября	Октябрь	1962	11	126-132
Антонов, С.			Рассказы о Ленине: Визит. — Разговор в лесу	Октябрь	1962	11	13-23
Чернов, Вадим.			Мы разжигаем пламя. [О коллективе завода «Электроавтоматика». г. Ставрополь. Очерк]	Октябрь	1962	11	133-144
Сизов, Н.			Люди в синих шинелях. [Ко Дню советской милиции]	Октябрь	1962	11	145-149
Строков, П.			Правда жизни и правдоподобие. [Проблема сюжета в киноискусстве. Заметки критика]	Октябрь	1962	11	150-171
			Содружество поколений. [Отражение темы содружества поколений в советской литературе. Сокр. стенограмма выступлений на дискуссии в ред. журн. «Октябрь»]: Л. Бутковская. Письмо в редакцию журнала «Октябрь». — В. Чалмаев. Добрые хозяева в отчем доме. — Л. Крячко. Спокойный взгляд на «бурную» проблему. — Ж. Заломова. Ищите героев в жизни. — М. Белахова. Грани большой темы. — М. Чарный. Вдохновение юных и опыт старших. — А. Власенко. «Сложность» или содержательность? — И. Денисова. «Отцовство», новаторство и молодые поэты. — Л. Фоменко. Поищем новое, истинно молодое. — Д. Стариков. Об одном упущении. — В. Бушин. О серьезном серьезно. — Г. Кормушина. Где же проходит фронт борьбы? — А. А. Епишев. Компас отцов. — С. Трегуб. Нерушимая связь. [С послесл. ред.]	Октябрь	1962	11	172-191
Бровман, Г.			У истоков русской советской литературы. Размышления и заметки	Октябрь	1962	11	192-198
Ломидзе, Г.			Утверждение нового. [Заметки о литературе народов СССР]	Октябрь	1962	11	199-202
Щербина, В.			Движение времени. [Проблема худож. воплощения революционного развития действителыности в литературе]	Октябрь	1962	11	203-208
Хазанович, Ю.			Мастеровой человек. [О творчестве Е. Пермяка]	Октябрь	1962	11	209-210
Чаковский, Александр.			Свет далекой звезды. Повесть	Октябрь	1962	11	25-105
Альбирт, Иосиф.			Партии Ленина. Стихи. Пер. с евр: П. Панченко	Октябрь	1962	12	69
Беляев, Михаил.			Кузнец. Стихи	Октябрь	1962	12	70
Антокольский, Павел.			Ньютон. — Миф. — «Я не узнал, не знаю, не узнаю...» [Стихи]	Октябрь	1962	12	78
Полотай, Николай.			Ход лисой. Басня	Октябрь	1962	12	123
Чаковский, Александр.			Свет далекой звезды. Повесть	Октябрь	1962	12	3-6
Леднев, Юрий.			Аврора. — Каслинское литье. [Стихи]	Октябрь	1962	12	107-108
Хелемский, Яков.			Страницы новой книги. [Стихи]: Белорусским поэтам. — «Висятобразчики абстракции...» — Баллада о скворцах	Октябрь	1962	12	109-111
Кирсанов, Семен.			Удивленье. — Жизнь моя... Иллюзии. — «Хоть умирай от жажды...» —Конец. — Горный вид. — Просьба. — Кольцо. — Циклоп. [Стихи]	Октябрь	1962	12	112-114
Короленко, В. Г.			Мишка-вор. Басня. [Публикация и предисл. С. Бурдянского]	Октябрь	1962	12	115-117
Генри, О.			Маленький диалог о поведении толпы. Рассказ. Пер. с англ: Г. Бабенышев. [Нарус. яз. публикуется впервые]	Октябрь	1962	12	117-11
Санин, Владимир.			Скандал на ферме. [Сатирич. рассказ]	Октябрь	1962	12	119-121
Губин, Андрей.			Пламя и пепел. [Организация с.-х. производства в связи с перестройкойруководства сел. хозяйством. На примере Георгиевского территор. колхозно-совхозногоупр. Ставроп. край. Очерк]	Октябрь	1962	12	124-131
Трубникова, Алла.			С крестом на шее... Репортаж из монастырской кельи	Октябрь	1962	12	132-143
Шварц, Анатолий.			Грозная стихия иммунитета	Октябрь	1962	12	144-150
Васильев, Сергей.			Встречи с Фадеевым. [Из воспоминаний]	Октябрь	1962	12	151-156
			Образ современника в кино. [Выступления на дискуссии, организ. ред. журн. «Октябрь»]:Е. Габрилович. Мир мысли и чувства. — А. Палей. Красота правды. — М. Дробинская.Поэзия экрана. — Г. Рошаль. Картина-праздник. — Н. Мордюкова. Мои героини. — Т.Антонова. Воодушевлять человека. — И. Макарова. В ожидании ролей. — Е. Дзиган.Призвание художника. — В. Гладковская. Жизнь — неисчерпаемый источник. — Е.Громов. Пафос оптимизма. — В. Радин. Увлекать романтикой подвига. — Н. Парсаданов.Испытание временем. — И. Рачук. Новые горизонты. [С предисл. и послесл. ред.]	Октябрь	1962	12	157-174
			Молодые о молодых. [Критич. заметки о творчестве молодых поэтов и прозаиков]: В.Гейдеко. А человек? — А. Урбан. Стихи и километры. — Ю. Идашкин. Истоки подвига	Октябрь	1962	12	175-187
Силаев, Н.			Чернышевский, Антонович и их «непрошенные летописцы». [По поводу статьиА. Лебедева «Чернышевский или Антонович? (К проблеме революционно-демократич.традиций в критике)» в журн. «Новый мир», 1962 3]	Октябрь	1962	12	188-195
Кожевникова, Н. и			Сергованцев, Н. Земля новых адресов. [Заметки о творчестве поэтов ипрозаиков Сибири]	Октябрь	1962	12	196-204
Быкова, Елена.			Улица Ордынка. Рассказ	Октябрь	1962	12	71-76
Хотимский, Борис.			Пожарка. Повесть	Октябрь	1962	12	79-106
Иванов, Александр.			Кубинской девушке. Стихи	Октябрь	1963	1	127
Луначарский, А.			Вождь пролетарской революции. [Статья из спец. выпуска журн. «Красноармеец» за 1920 г., посвящ. 50-летию со дня рождения В. И. Ленина]	Октябрь	1963	1	3-4
Коллонтай, А.			Гигант духа и воли. [Статья из спец. выпуска журн. «Красноармеец» за 1920 г., посвящ. 50-летию со дня рождения В. И. Ленина]. — Голос Ленина. [Статья публикуется впервые. Напеч. с сокращениями]	Октябрь	1963	1	4-5
Боровский, В.			В. И. Ульянов-Ленин. [Статья из спец. выпуска журн. «Красноармеец» за 1920 г., посвящ. 50-летию со дня рождения В. И. Ленина]	Октябрь	1963	1	6-8
Харабаров, Иван.			Делегат XXII съезда. — Революция продолжается. — Октябрь 1917 года. — Ленин в Горках. — На Плещеевом озере. [Стихи]	Октябрь	1963	1	9-12
Тхагазитов, Зубер.			Гегуако и дед. — Тучи. — Зимняя ночь. [Стихи]. Пер. с кабард.: А. Янов	Октябрь	1963	1	120-123
Рудяков, Генрих.			Ильич. — В гостях у эстетов. — Воздух осени. —Тебе, Россия. [Стихи]	Октябрь	1963	1	124-126
Дыховичный, Вл.	Слободской, М.		С блокнотом по широтам. Из новых записок туристов-юмористов	Октябрь	1963	1	128-137
Первомайский, Леонид.			Дикий мед. Соврем. баллада	Октябрь	1963	1	13-8
Смирнов, Сергей.			Сатирическая россыпь. [Стихи]: Игрок в цейтноте. — Старатель. — Полотно абстракциониста. — Перепев. — Энтузиаст	Октябрь	1963	1	138-139
Очеретин, Вадим.			Шесть писем женщины. [О моральном облике советского человека. Очерк]	Октябрь	1963	1	140-147
