aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Софронов, Анатолий.			«Уходят радости земные...» Стихи	Молодая гвардия	1961	10	29-30
Елкин, Анатолий.			Современники. Юность и ее поиски в журнальной прозе	Молодая гвардия	1961	10	294-305
Чистяков, Антонин.			У памятника тысячелетью России. Стихи	Молодая гвардия	1961	10	31-32
Серебряков, Геннадий.			Память деда. Стихи	Молодая гвардия	1961	10	32-33
Берендгоф, Николай.			Москва былая. Стихи	Молодая гвардия	1961	10	33-34
Маляков, Лев.			«Цвета мореного дуба...» Стихи	Молодая гвардия	1961	10	34-35
Давыдов, Илья.			Движение. Стихи	Молодая гвардия	1961	10	35-36
Приходько, Владимир.			«По тракту пыля грохотал грузовик...» Стихи	Молодая гвардия	1961	10	36-37
Кобзев, Игорь.			Паровозный гудок. Стихи	Молодая гвардия	1961	10	37-38
Шошин, Владислав.			«Россия, Россия, Россия...» Стихи	Молодая гвардия	1961	10	38-39
			Коммунизм — счастье человеческое. [Высказывания]: В. Бахметьев. О нашемславном завтра. — М. В. Куликова. Делать людей счастливыми. — О. Зеленская. Не могубыть спокойной. — В. Садовников. Радуюсь за наше будущее. — Г. Лебедева. Идите занами. — М. Соколов. Им жить при коммунизме. — В. Ширяева. Остался один переход	Молодая гвардия	1961	10	40-46, 65-68
Владимиров, Л.			Рецепт счастья. [О выборе профессии]	Молодая гвардия	1961	10	47-64
Фирсов, В.			«Верой в счастье окрашен...» Стихи	Молодая гвардия	1961	10	69-70
Ромов, Анатолий.			Личное дело. Очерк. Илл: Е. Акишин,	Молодая гвардия	1961	10	71-102
Ливанов, Александр.			Октябрь. Стихи	Молодая гвардия	1961	11	3
Ливанов, Александр.			Октябрь. Стихи	Молодая гвардия	1961	11	3
Львов, Михаил.			Книга памяти. — Памятник Ленину в Риге. — «Давно мы забыли отройке...» — Весной. — Любимой. — «О память, человечья память...» — «Все в порядке...»— Капля океана. — Возраст. — «Люди стали плитами...» — «А надо, чтоб тобойгордились...» [Стихи]	Молодая гвардия	1961	11	127-134
Сидоров, Валентин.			Железная земля. — Июль. — Русь идет! — «Деревья встали нацыпочки...» — «Боятся опозданий поезда...» [Стихи]	Молодая гвардия	1961	11	135-140
Алексеев, Михаил.			Вишневый омут. Роман. Илл: М. Рудаков	Молодая гвардия	1961	11	141-238
Качаев, Юрий.			Третий лишний. Рассказ	Молодая гвардия	1961	11	239-247
Асанов, Николай.			Дорогу осилит идущий. [О творческом труде советского человека].Заметки писателя	Молодая гвардия	1961	11	248-254
Питтмэн, Джон.			Для всего человечества. [О Программе Коммунистической партииСоветского Союза. Статья америк. журналиста]. Пер. с англ	Молодая гвардия	1961	11	255-258
Чиплин, Рекс.			Мечта и действительность. [О положении молодежи в Австралии. Статьяавстрал. журналиста]. Пер. с англ	Молодая гвардия	1961	11	259-261
Полторацкий, Виктор	Фесенко, Андрей		Живой родничок. [О работе юннатовКишинской сред. школы. Сусанинский район Костром. обл. Очерк]	Молодая гвардия	1961	11	262-275
Лавлинский, Л.			«Этим и интересны...» [Заметки о творчестве поэтов Н. Матвеевой и В.Цыбина]	Молодая гвардия	1961	11	290-297
Анастасьев, Н.			Герой становится активней. [Заметки о современной англ. литературе]	Молодая гвардия	1961	11	298-302
Осетров, Евг.			Читатель и писатель. [К откликам читателей о романе Г. Маркова «Сольземли»]	Молодая гвардия	1961	11	303-306
Смирнов, Сергей.			Автопортрет. — Между тем... — Недержанье содержанья. — Еще оЛьвах. [Лит. пародии]. Илл: И. Игин	Молодая гвардия	1961	11	314-316
Костюковский, Борис.			Где прячется солнце. Повесть	Молодая гвардия	1961	11	4-126
Парфентьев, Виктор.			Арал. — «Нет у края целинного ни конца и ни края...» — «В сыром котловане карьера...» [Стихи]	Молодая гвардия	1961	12	246
Кулиев, Кайсын.			Хлеб и книга. — Всадник. — «На земле и солнечной и снежной...» — «Слова любви, они стары, как звезды...» — Гроза. — «И солнце встречало меня и пурга...» — «Не пни вековые на выжженных склонах...» — «На этой земле я был человек...» — Обвал. — Ваша кровь. — Старым горским мастерам. — Утес. — Песня, сложенная девушкам. [Стихи]. Пер. с балкар: Н. Гребнев	Молодая гвардия	1961	12	3-11
Алексеев, Михаил.			Вишневый омут. Роман. Илл: М. Рудаков	Молодая гвардия	1961	12	12-145
Гончаров, Виктор.			Песня о Родине. — Перед нарядом. — Служба. [Стихи]	Молодая гвардия	1961	12	146-153
Липатов, Виль.			Зуб мудрости. Повесть	Молодая гвардия	1961	12	154-196
Мизин, Н.			Случайные встречи. Из записной книжки	Молодая гвардия	1961	12	197-206
Заяц, А. Н.			«Ему несут признанье и цветы...» [Стихи]	Молодая гвардия	1961	12	2 (обл.)
Русакова, Л.			Человек живет в коллективе. [О моральных качествах советского молодого человека]	Молодая гвардия	1961	12	207-215
Кузнецов, Вячеслав.			Целиноград. — Сверстникам. — Ночной полет. [Стихи]	Молодая гвардия	1961	12	216-218
Кокин, Л.			В излучине Ишима. Рассказ	Молодая гвардия	1961	12	219-234
Островский, Андрей.			Один день Генки Трофимова. Очерк	Молодая гвардия	1961	12	235-245
Болтромеюк, Валерий.			Ваши друзья москвичи. [О молодых рабочих крутильного цеха Моск. шелкового комбината. Очерк]	Молодая гвардия	1961	12	247-262
Сурова, Е.			Грамматика под пальмами. [Об изучении рус. яз. в Индии]	Молодая гвардия	1961	12	263-273
Парнов, Е.	Емцев, М		Красный сигнал разума. [К проблеме межпланетной радиосвязи]	Молодая гвардия	1961	12	274-282
Коновалов, Аркадий.			Талант по счету. [К дискуссии о врачебной этике]. Ответ врача пациенту	Молодая гвардия	1961	12	283-288
Филатов, Артур.			«Чудо» с изнанки. [О положении итал. трудящихся]	Молодая гвардия	1961	12	289-290
Щербина, В.			Моральный пафос [советской] литературы	Молодая гвардия	1961	12	291-302
Власенко, А.			Поэзия Бориса Ручьева	Молодая гвардия	1961	12	303-310
Билкун, Микола.			Гремел барабан... Пародия. Илл: В. Гольдяев	Молодая гвардия	1961	12	317-319
Мишаткин, Юрий.			Эй, бей, турумбей! Рассказы о Гайдаре: Всегда впереди. — Дракана берегу моря. — Здравствуй, хорошее настроение! — Эй, бей, турумбей! — Про девочкуВеснушку и рассказ «Маруся». — Последняя обойма	Молодая гвардия	1961	19	277-293
Грудев, Игорь.			Памятник герою. [Стихи]	Молодая гвардия	1962	1	6
Румарчук, Лариса.			Земля. [Стихи]	Молодая гвардия	1962	1	23
Шошин, Владислав.			«Мертвому полю под крыльями ворона...» [Стихи]	Молодая гвардия	1962	1	34
Харабаров, Иван.			Кузнецк. Стихи	Молодая гвардия	1962	1	127
Богданов, Олег.			В грядущее! [Стихи]	Молодая гвардия	1962	1	3-4
Гордейчев, Вл.			В полете. [Стихи]	Молодая гвардия	1962	1	4-5
Евсеева, Светлана.			«Провинция заманчива...» [Стихи]	Молодая гвардия	1962	1	6-7
Куликов, Спартак.			Женщина. [Стихи]	Молодая гвардия	1962	1	8-9
Куняев, Станислав.			Люди на улицах. [Стихи]	Молодая гвардия	1962	1	9-10
Ленцов, Владимир.			Их юность. [Стихи]	Молодая гвардия	1962	1	10-11
Лысцов, Иван.			Была у меня слава. [Стихи]	Молодая гвардия	1962	1	11-13
Астафьев, В.			Руки жены. Рассказ. Илл: Г. Козлов	Молодая гвардия	1962	1	128-137
Панкратов, Юрий.			Старый город. [Стихи]	Молодая гвардия	1962	1	13-14
Логинов, Виктор.			Розовые волны. Рассказ. Илл: Н. Михайлов,	Молодая гвардия	1962	1	138-147
Поперечный, Анатолий.			Грозе — в глаза. — Северное сияние. [Стихи]	Молодая гвардия	1962	1	14-17
Имерманис, Анатоль	Цирулис, Гунар		«Тобаго» меняет курс. Приключенческая повесть. Авториз. пер. с латыш: Ю. Каппе	Молодая гвардия	1962	1	148-224
Дагуров, Владимир.			Год рождения 1940-й. — Сивка-Бурка. — «Небо в звездах...» —Музыка. — Ветераны. [Стихи]	Молодая гвардия	1962	1	163-169
Рождественский, Роберт.			Варна. — Пельмени. — «Я жизнь люблю безбожно!..» [Стихи]	Молодая гвардия	1962	1	17-22
Болтромеюк, Валерий.			Здравствуй, человек! [Очерк]	Молодая гвардия	1962	1	225-246
Реутский, Петр.			Сын. [Стихи]	Молодая гвардия	1962	1	23-24
Мерзликин, Л.			Десятое. [Рассказ]. Илл: В. Ковенацкий	Молодая гвардия	1962	1	247-251
Савельев, Вл.			Проходная. [Стихи]	Молодая гвардия	1962	1	25-26
Габрилович, А.	Оганян, Д		Красный кружок. [Рассказ]	Молодая гвардия	1962	1	252-255
Скоп, Юрий	Шугаев, Вячеслав		Письмо, законченное на рассвете. [О работе бригады 4-го участка упр. строительства береговых плотин Братской ГЭС]	Молодая гвардия	1962	1	256-261
Елагин, Владимир.			Удивительно, но факт! [О кризисных явлениях в сел. хозяйстве США]	Молодая гвардия	1962	1	262-268
Колесникова, Н.	Михалев, П		Предстартовые раздумья. [К предстоящим Междунар. соревнованиям конькобежцев в Москве]	Молодая гвардия	1962	1	269-274
Соловьев, Игорь.			Баллада о касках. [Стихи]	Молодая гвардия	1962	1	27-28
Смеляков, Ярослав.			Труд— источник вдохновения. [О творчестве молодых советских поэтов]	Молодая гвардия	1962	1	277-290
Сорокин, Анатолий.			Стань рядом, Человек. [Стихи]	Молодая гвардия	1962	1	28-30
Халов, Павел.			«Век атома, стали, взрывчатки...» — Летела девочка на север. [Стихи]	Молодая гвардия	1962	1	30-33
Волков, Леонид.			Пятна. Повесть. Илл: В. Карабут и Г. Кованов	Молодая гвардия	1962	1	35-124
Корешов, Георгий.			Антенна. [Стихи]	Молодая гвардия	1962	2	80
Землянский, Анатолий.			Искры из кремня. Поэма	Молодая гвардия	1962	2	180-195
Халов, Павел.			Стажер. Рассказ	Молодая гвардия	1962	2	196-210
Имерманис, Анатоль	Цирулис, Гунар		«Тобаго» меняет курс. Приключенческая повесть.Авториз. пер. с латыш: Ю. Каппе	Молодая гвардия	1962	2	211-240
Смирнов, Олег.			Мир настоящему, мир грядущему! [О коммунистич. строительстве в СССР.Очерк]	Молодая гвардия	1962	2	241-248
Сущенко, Иван.			Победим [О кубинцах, обучающихся в Кокандском училище механизациисел. хозяйства. Очерк]. Илл. автора	Молодая гвардия	1962	2	249-264
Харитановский, А.			В подводной западне. [Очерк]. Илл: Р. Мусихина	Молодая гвардия	1962	2	265-272
Марин, Мих.	Рубин, Евг		Чудо, которого не было. [О хоккейной команде «Торпедо», г.Горький. Очерк]	Молодая гвардия	1962	2	273-281
Виноградов, Александр.			В плену вчерашнего величия. О поездке в Англию. Из блокнотажурналиста]	Молодая гвардия	1962	2	282-302
Драгунский, Д.			Годы в броне. [Танковые войска в Великой Отечеств. войне]. Запискитанкиста	Молодая гвардия	1962	2	3-57
Красухин, Геннадий.			Заметки о журнале «Юность» за 1961 год	Молодая гвардия	1962	2	303-309
Красухин, Геннадий.			Заметки о журнале «Юность» за 1961 год	Молодая гвардия	1962	2	303-309
Санин, В.			Крылатый сюрприз. Юмористич. рассказ. Илл: В. Гальдяев	Молодая гвардия	1962	2	310-311
Коган, Павел. 			«Как Парис в старину.» — «Девушка плакала оттого.» — Письмо. [Стихи]	Молодая гвардия	1962	2	60-65
Артемов, Александр.			Ненависть. — Знамя. [Стихи]	Молодая гвардия	1962	2	66-68
Артемов, Александр.			Ненависть. — Знамя. [Стихи]	Молодая гвардия	1962	2	66-68
Майоров, Николай.			Что значит любить. — «Мне только б жить и видеть росчерк грубый.»— «Когда умру, ты отошли.» — «Тогда была весна. И рядом.» — Мы. — «Так я пишу.Пусть не точны слова.» [Стихи]	Молодая гвардия	1962	2	68-72
Вилкомир, Леонид.			Чекист. — «По тебе давно тоскую.» [Стихи]	Молодая гвардия	1962	2	73-74
Кульчицкий, Михаил.			Будни. — «Мечтатель, фантазер, лентяй, завистник.» — «Самоестрашное в мире.» [Стихи]	Молодая гвардия	1962	2	75-77
Шульчев, Валентин.			«Чем запомнилась мне ты? — Молчание. [Стихи]	Молодая гвардия	1962	2	77-79
Жданов, Игорь.			Взморье. Повесть	Молодая гвардия	1962	2	81-179
Мартьянов, И.			Заботливые соседи. [Юмористич. стихи]. Илл: Б. Лео	Молодая гвардия	1962	3	314
Кашежева, Инна.			Галя из горкома. — Чужим матерям. [Стихи]	Молодая гвардия	1962	3	101-102
Жирмунская, Тамара.			Испанка. — Камера хранения. — «Мой дом с домодельной игрушкой...» — Вполнакала. [Стихи]	Молодая гвардия	1962	3	103-105
Матвеева, Новелла.			Женщина. — Небо. — Кувшинка. — Янтарь. [Стихи]	Молодая гвардия	1962	3	106-109
Шукшин, Василий.			Ленька. — Демагоги. Рассказы. [С предиол. Ю. Белаша]. Илл: И. Коминарц	Молодая гвардия	1962	3	111-124
Смирнов, Олег.			Вызов в Сосенки. Рассказ. Илл: В. Халютин	Молодая гвардия	1962	3	125-136
Воронов, Николай.			Гудки паровозов. Рассказ. Илл: К. Урманче	Молодая гвардия	1962	3	137-158
Воробьев, Леонид.			У реки у Ломенги... Рассказы: Капитан «Звездолета». — Генка, кузнец и новая библиотекарша. Илл: В. Гальдяев	Молодая гвардия	1962	3	159-174
Евсеева, Светлана.			Под яблоней. «Если чаша моя пустая...»— «Я гляжу на родные черты...» — «Кину яблоко...» — «Я не тоска-рябина...» [Стихи]	Молодая гвардия	1962	3	175-178
Злобина, Дина.			«Что ни дом — наличники с резьбою...» — «Иду по берегу, иду...» [Стихи. С предисл. В. Журавлева]	Молодая гвардия	1962	3	179-180
Гребенщикова, Людмила.			«Иду в одном легком платьице...» — Сын. — «Мне шалеть от радости...»  — «Повстречайся с ним, не спросит, кто ты...» — «Иду по проспектам походкою гибкой...» [Стихи. С предисл. С. Васильева]	Молодая гвардия	1962	3	181-185
Кузнецова, Светлана.			«За рекой березы стали рыжими...» — Чайки. — Иоканка. — «Смягчает время резкость линий...» [Стихи. С предисл. В. Цыбина]	Молодая гвардия	1962	3	186-188
Дидусенко, Александр.			Живущие на рубеже. [О моральном кодексе строителя коммунизма]	Молодая гвардия	1962	3	189-204
Плосков, Филарет.			Наука пришла в кубанские степи. [Из биографии звеньевого Кубан. науч.-исслед. ин-та испытания тракторов и с.-х. машин В. А. Светличного. Очерк]	Молодая гвардия	1962	3	205-223
Визбор, Ю.	Деревянко, М		Целинные были. [Рассказы]: Володя-коллектив. — Водовоз. — Степной патруль	Молодая гвардия	1962	3	226-233
Фалатов, Ю.			О смелых людях. Очерк	Молодая гвардия	1962	3	234-241
Кикнадзе, Александр.			Лист в венок чемпиона, [О чемпионе СССР по шахматам Б. Спасском. Очерк]	Молодая гвардия	1962	3	249-259
Шуртаков, Семен.			Франция вблизи. [Из путевых заметок]	Молодая гвардия	1962	3	262-284
Кобзев, Игорь.			Сердце Франции. Стихи	Молодая гвардия	1962	3	264-265
Чалмаев, В.			В поясках жар-птицы. Заметки о молодых героях Ч. Айтматова	Молодая гвардия	1962	3	285-294
Лобанов, Михаил.			Разведка истины. [О творчестве поэта Е. Винокурова]	Молодая гвардия	1962	3	295-299
Аграновский, Валерий.			Нам — восемнадцать. Повесть-быль. Илл: В. Инютин	Молодая гвардия	1962	3	3-100
Большак, Василий.			«Днипро» — своим читателям. (Беседа с ред. укр. журн. «Днипро» В. Большаком)	Молодая гвардия	1962	3	307-308
Иванов, Дм.	Трифонов, Вл		История со шницелями. [Юмористич. рассказ]. Илл: А. Кохов	Молодая гвардия	1962	3	309-312
Горин, Г.			Самая чистая комната. [Юмористич. рассказ]	Молодая гвардия	1962	3	312-314
Балашов, Б.			Лицо поколения. [О советской молодежи]	Молодая гвардия	1962	4	3-8
Савельев, Владимир	Цыбин, Владимир	Поперечный, Анатолий	Делегаты в будущее. Поэтич. репортаж	Молодая гвардия	1962	4	9-15
Герасимов, Иосиф.			И возвращаются ветры... Повесть. Илл: М. Рудаков и В. Инютин	Молодая гвардия	1962	4	16-158
Сущенко, Иван.			На хуторе близ Диканьки... [О колхозе им. Шевченко. Миргородскийрайон Полтав. обл. Очерк]. Илл. автора	Молодая гвардия	1962	4	161-169
Ваншенкин, Константин.			«Когда-то мудрецы закон провозгласили...» — Онега. — «Не таквы жили и живете...» [Стихи]	Молодая гвардия	1962	4	170-171
Чачин, Владимир.			Улыбка Ильича. [О пионерских делах школьников]. Из дневника АлешиГрибкова	Молодая гвардия	1962	4	172-185
Жуховицкий, Л.	Смольников, А		Город без аксакалов. [О молодых строителях«Казахстанской Магнитки»], Очерк	Молодая гвардия	1962	4	186-217
Ильин, В.			Уренские университеты. [О нар. университетах культуры в поселке Урень Горьк.обл. Очерк]	Молодая гвардия	1962	4	218-225
Симонова, Лия.			Цена слова. [О строителях ацетатного производства. г. Энгельс Сарат.обл.] Очерк	Молодая гвардия	1962	4	226-234
Центкевич, Чеслав	Центкевич, Алина		До последней капли горючего. .. [Рассказ. Пер. спольского и предисл. «Алина и Чеслав Центкевичи» А. Пиотровской]	Молодая гвардия	1962	4	235-246
Алачачян, Арменак.			В «гостях» и дома. [Записки баскетболиста-игрока сборной командыСССР]. Лит. запись А. Пинчука, Илл: И. Массина	Молодая гвардия	1962	4	247-263
Сидоров, Валентин.			Верьте мне!— «Время живет во мне...» [Стихи]	Молодая гвардия	1962	4	26-27
Дмитриев, С.			Дебюты года. Заметки о молодой прозе и ее герое	Молодая гвардия	1962	4	275-292
Поляков, Владимир			фантастический рассказ. Илл: А. Кохов	Молодая гвардия	1962	4	309-312
Заурих, Алексей.			Взгляд века. [Стихи]	Молодая гвардия	1962	5	3
Прокофьев, Александр.			Воспоминание. — «Ты мне больше подари...» [Стихи]	Молодая гвардия	1962	5	4
Ушаков, Николай.			Весне. [Стихи]	Молодая гвардия	1962	5	22
Цыбин, Вл.			«Ярость первого ветра..» [Стихи]	Молодая гвардия	1962	5	23
Слуцкий, Борис.			Добро. [Стихи.]	Молодая гвардия	1962	5	61
Дудин, Михаил.			«Любовь не знала страха...» [Стихи]	Молодая гвардия	1962	5	62
Винокуров, Евгений.			«Поют слепые...» [Стихи]	Молодая гвардия	1962	5	71
Журавлев, Василий.			Перед дорогой. [Стихи]	Молодая гвардия	1962	5	153
Сидоров, Валентин.			«Пока мы живем на свете...» [Стихи]	Молодая гвардия	1962	5	159
Багрицкий, Вс.			Одесса, город мой! [Стихи]	Молодая гвардия	1962	5	164
Либин, М.			Неудавшийся активист. [Сатирич. стихи]	Молодая гвардия	1962	5	312
Бушин, В.			В защиту любви. — Откровенность за откровенность. — Поэзия и торговля. [Эпиграммы]	Молодая гвардия	1962	5	315
			Юности небо знакомо. [К итогам XIV съезда ВЛКСМ. Ред. статья]	Молодая гвардия	1962	5	5-15
Кедрин, Дм.			Прошение. [Стихи]	Молодая гвардия	1962	5	148-149
Поперечный, Анатолий.			Клятва на весле. [Стихи]	Молодая гвардия	1962	5	149-151
Дмитриев, Олег.			Вратарь. [Стихи]	Молодая гвардия	1962	5	151-152
Бурсов, Иван, 			«Все равно рассветало...» [Стихи]	Молодая гвардия	1962	5	154-165
Жигулин, Анатолий.			Полярные цветы. [Стихи]	Молодая гвардия	1962	5	155-156
Григорьев, Игорь.			Глушь. [Стихи]	Молодая гвардия	1962	5	156-157
Коваленков, Александр.			Спор. [Стихи]	Молодая гвардия	1962	5	157-158
Белаш, Юрий.			Юрка Гайдамакин вырабатывает характер. (О роли советской литературы в воспитании молодежи]	Молодая гвардия	1962	5	160-177
Баранова, М.			Человек с красным галстуком. [К 40-летию Всесоюз. пионерской организации им. Ленина]	Молодая гвардия	1962	5	178-183
Вышеславский, Леонид.			Космонавт-сто. [Стихи]	Молодая гвардия	1962	5	18-19
Боруля, Виктор.			Навстречу утру. [О строителях Мамаканской и Братской ГЭС. Очерк]	Молодая гвардия	1962	5	184-198
Смирнов, Сергей.			«Ты посмотри, какая красота!..» [Стихи]	Молодая гвардия	1962	5	19-20
Карпеко, Владимир.			Ясность. [Стихи]	Молодая гвардия	1962	5	20-22
Коробов, Леонид.			Золотая строка. [К биографии журналиста М. Розенфельда]	Молодая гвардия	1962	5	203-205
Караваева, Анна.			Страницы жизни. [К 40-летию журн. «Молодая гвардия»]	Молодая гвардия	1962	5	206-210
Стесина, С.			Памяти друга. [Из воспоминаний о Н. Островском]	Молодая гвардия	1962	5	211-222
Шкерин, Михаил.			О романтике. [Образ современника в советской литературе последних лет]	Молодая гвардия	1962	5	223-242
Дождиков, А.			Железное сердце России. [Стихи]	Молодая гвардия	1962	5	24-25
Томский, Николай.			Ближе к душе современника. [Замети о Всесоюз. худож. выставке. Москва. 1961]	Молодая гвардия	1962	5	243-246
Воронин, Валерий.			Фавориты золотой богини. [О подготовке к VII чемпионату мира по футболу]. Лит. запись Е. Рубина	Молодая гвардия	1962	5	247-257
Митрохин, Лев.			Американские миражи. [О поездке в США. Путевые впечатления]. Илл: Е. Смирнов	Молодая гвардия	1962	5	258-298
Самофалов, Леонид.			Ведреное утро. Рассказ	Молодая гвардия	1962	5	28-58
Попов, Иннокентий.			Слушайте Сергея Прокофьева! [О творчестве композитора]	Молодая гвардия	1962	5	299-306
Сапарин, В.			Грибная сила. Рассказ. Илл: В. Гольдяев	Молодая гвардия	1962	5	307-311
Федоров, Василий.			«Слова—дрова...» [Стихи]	Молодая гвардия	1962	5	59-60
Кудрейко, Анатолий.			Набережные черноморских городов. [Стихи]	Молодая гвардия	1962	5	63-64
Луконин, Михаил.			Ночь. [Стихи]	Молодая гвардия	1962	5	64-65
Львов, Михаил.			Происхождение. [Стихи]	Молодая гвардия	1962	5	66-67
Васильев, Павел.			Пирушка. [Стихи]	Молодая гвардия	1962	5	67-69
Боков, Виктор.			Весенняя сказка. [Стихи]	Молодая гвардия	1962	5	69-70
Безыменский, А.			Ночлег 1919 года. [Стихи]. Отрывок из 2-й части повести «Комсомольцы»	Молодая гвардия	1962	5	71-73
Гончаров, Юрий.			На тихом плесе. Повесть. Илл: И. Коминарец	Молодая гвардия	1962	5	74-147
Ладонщиков, Георгий.			Графоман. — Переполох. — В одной семье. [Сатирич. стихи]	Молодая гвардия	1962	5	З13-314
Браун, Николай.			«Все полновесным быть должно...» [Стихи]	Молодая гвардия	1962	6	24
Погосян, Арташес.			Поэма о человеке. [Стихи]. Пер. с арм: Ю. Гордиенко	Молодая гвардия	1962	6	3-12
Аронов, Александр.			Спутник. — Баллада о трамвайной живописи. [Стихи]	Молодая гвардия	1962	6	106-107
Лучковский, Е.			Часовой. — Полигон. [Стихи]	Молодая гвардия	1962	6	108-109
Леонович, Вл.			Поэзия. — «Родная моя, родная...» [Стихи]	Молодая гвардия	1962	6	109-111
Райт, Ричард.			Прислуга. Рассказ. Пер. с англ. и предисл. Д. Жукова. Илл: Н. Дворников	Молодая гвардия	1962	6	113-143
Кожухова, Ольга.			Не бросай слов на ветер... Повесть. Илл: В. Халютин	Молодая гвардия	1962	6	13-81
Быков, Николай.			Трудная земля. [О пред. колхоза «Россия» Н. Сотникове. Азовский район Крымской обл. Очерк]	Молодая гвардия	1962	6	144-153
Пластинин, Анатолий.			Ами по-русски значит друг. [Открытое письмо бывшим бойцам франц. Сопротивления]	Молодая гвардия	1962	6	154-157
Мишаткин, Юрий.			Письма без марок. Новое о Гуле Королевой. [К публикации писем участницы Великой Отечеств. войны]	Молодая гвардия	1962	6	158-177
Стариков, Виктор.			Рабочий камень. [О столице алмазного края г. Мирном. Якут. АССР]. Очерк	Молодая гвардия	1962	6	178-206
Иващенко, Анатолий.			Старые окопы. [Из воспоминаний о боях Великой Отечеств. войны]	Молодая гвардия	1962	6	207-213
Колосов, Марк.			В гостях у Горького. [1928  г. Из воспоминаний]	Молодая гвардия	1962	6	214-216
Владимиров, Л.			Дороги к незримому кладу. [О новых источниках электр. энергии. Очерк]	Молодая гвардия	1962	6	217-233
Колесникова, Наталья	Михалев, Павел		Эстетика [спортивной] победы	Молодая гвардия	1962	6	234-241
Филатов, Артур.			Пляска демонов. [О покровительстве западногерм. правящих кругов воен. преступникам]	Молодая гвардия	1962	6	242-248
Белаш, Юрий.			Когда за деревьями не видят леса... [По поводу статьи С. Дмитриева «Дебюты года. Заметки о молодой прозе и ее герое» в Журн. «Молодая гвардия» 1962 4]	Молодая гвардия	1962	6	250-258
Каретникова, Марина.			Лиризм и лжелиризм. (Заметки о соврем. рассказе)	Молодая гвардия	1962	6	259-267
Храмов, Евгений.			Кинешма. [Стихи]	Молодая гвардия	1962	6	26-26
Громова, Ариадна.			На пороге неведомого века. [О соврем. науч.-фантастич. литературе]	Молодая гвардия	1962	6	268-273
Осокин, В. А.			М. Горький и М. В. Нестеров. К 100-летию со дня рождения М. В. Нестерова	Молодая гвардия	1962	6	285-288
Романов, Михаил.			О зрителе, современной драматургии и воспитании молодых актеров. [Беседа с нар. артистом СССР М. Ф. Романовым]. Записал О. Спасский	Молодая гвардия	1962	6	289-291
Новиков, Анатолий.			Знакомьтесь: композитор Александр Аверкин	Молодая гвардия	1962	6	292-298
Внуков, Андрей	Князев, Николай		Эпиграммы: Проучили. — Сказка про бедного бычка. — Сеятель. — Обещалкин. — Ни к селу, ни к городу. — Вокруг да около	Молодая гвардия	1962	6	311-313
Внуков, Андрей.			Кем быть? [Сатирич. стихи]	Молодая гвардия	1962	6	313-315
Савельев, Владимир.			Родник. [Стихи]	Молодая гвардия	1962	6	60-61
Луговской, Владимир.			Переходящее знамя. — Вдвоем в пустыне. — Митинг в пустыне. [Стихи. С предисл. ред. «Неопубликованные стихи Владимира Луговского»]	Молодая гвардия	1962	6	82-90
Козлов, И.			Низовка. Рассказ	Молодая гвардия	1962	6	91-98
Алдан-Семенов, Андрей.			Высокие широты. [Стихи]: Пятилеток первые солдаты. — «С друзьями я горел и замерзал...» — Молодые поэты. — Магадан. — «Я долго жил на Индигирке белой...» — Амур. —Ищу романтику	Молодая гвардия	1962	6	99-105
Касаткин, Павел.			Петухи. Стихи	Молодая гвардия	1962	7	173
Порядин, В.			Долголетие. Стихи	Молодая гвардия	1962	7	174
Шевченко, Олег.			«Кладет на небо алые заплатки...» Стихи	Молодая гвардия	1962	7	175
Цыбин, Владимир.			Богатырь. Поэма. Илл: Н. Эстис	Молодая гвардия	1962	7	3-12
Абрамов, А.			Голоса земли Алексея Кольцова. [Предисл. к подборке стихов молодых воронежских поэтов, опублик. в журн. «Молодая гвардия» 1962 7]	Молодая гвардия	1962	7	101-102
Гордейчев, В.			Запись в анкете. — Ветка. — Нелепость. [Стихи]	Молодая гвардия	1962	7	102-104
Жигулин, Анатолий.			Спасибо, жизнь! — Костыли. — Треска. — Хлеб. [Стихи]	Молодая гвардия	1962	7	104-108
Ильинский, Юрий.			Охотники за змеями. Повесть. Илл: Б. Косульников	Молодая гвардия	1962	7	109-172
Стрехнин, Юрий.			Буран. Повесть. Илл: В. Гальдяев	Молодая гвардия	1962	7	13-84
Сисикин, В.			«Как начинается весна?..» Стихи	Молодая гвардия	1962	7	174-175
Долматовский, Евг.			Наш современник — человек будущего. [Роль поэзии в воспитании строителей коммунизма]	Молодая гвардия	1962	7	178-186
Долматовский, Евг.			Наш современник — человек будущего. [Роль поэзии в воспитании строителей коммунизма]	Молодая гвардия	1962	7	178-186
Архипенко, А.			Цвети, фестивальный пятилистник. [К VIII Всемирному фестивалю молодежи и студентов в Хельсинки]	Молодая гвардия	1962	7	187-195
Сушинов, Александр.			Не глубинка, а глубина. [Об организации труда и быта колхозников Вологод. обл. Заметки корреспондента]. Очерк	Молодая гвардия	1962	7	199-215
Алдан-Семенов, Андрей.			«И снова былью стала небыль...» [Стихи]	Молодая гвардия	1962	7	2 (обл.)
Сущенко, Иван.			Из одесского альбома. [К серии рисунков автора о людях Одес. порта]	Молодая гвардия	1962	7	216-226
